Tid;item1;item2;item3;item4;item5;item6
'7.5333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.55 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.5667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.5833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.6 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.6167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.6333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.65 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.6667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.6833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.7 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.7167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.7333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.75 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.7667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.7833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.8 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.8167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.8333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.85 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.8667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.8833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.9 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.9167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.9333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.95 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.9667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'7.9833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'8 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'8.0167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'8.0333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'8.05 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'8.0667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'8.0833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'8.1 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'8.1167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'8.1333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'8.15 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'8.1667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[]
'8.1833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];"[1225,992,60,45;1225,992,60,45]"
'8.2 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.2167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.2333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.25 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.2667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.2833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.3 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.3167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.3333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.35 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.3667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.3833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.4 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.4167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.4333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.45 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.4667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.4833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.5 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.5167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.5333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.55 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.5667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.5833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.6 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.6167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.6333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.65 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.6667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.6833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.7 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.7167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.7333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.75 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.7667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.7833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.8 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.8167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.8333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.85 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.8667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.8833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.9 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.9167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.9333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.95 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.9667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'8.9833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.0167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.0333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.05 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.0667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.0833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.1 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.1167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.1333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.15 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.1667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.1833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.2 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.2167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.2333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.25 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.2667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.2833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.3 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.3167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.3333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.35 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.3667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.3833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.4 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.4167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.4333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.45 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.4667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.4833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.5 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.5167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.5333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.55 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.5667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.5833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.6 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.6167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.6333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.65 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.6667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.6833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.7 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.7167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.7333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.75 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.7667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.7833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.8 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.8167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.8333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.85 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.8667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.8833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.9 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.9167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.9333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.95 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.9667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'9.9833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.017 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.033 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.05 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.067 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.083 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.1 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.117 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.133 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.15 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.183 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.2 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.217 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.233 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.25 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.267 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.283 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.3 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.317 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.35 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.367 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.383 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.4 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.417 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.433 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.45 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.467 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.483 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.5 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.517 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.533 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.55 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.567 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.583 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.6 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.617 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.633 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.65 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.683 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.7 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.717 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.733 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.75 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.767 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.783 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.8 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.817 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.85 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.867 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.883 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.9 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.917 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'10.933 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
